Time,Tendon Disp.,Motor Curr.,Pos x,Pos y,Pos z,Angle x,Angle y,Angle z
0,0,64,157.3784,15.8496,-13.1826,30,5.752,16.216
0.001991749,0,64,157.3784,15.8496,-13.1826,30.00465,5.752,16.21135
0.003985643,0,64,157.3784,15.8496,-13.1826,30.00922,5.752,16.209
0.005965233,0,64,157.3784,15.8496,-13.1826,30.01367,5.752,16.209
0.007865191,0,64,157.3784,15.8496,-13.1826,30.01773,5.752,16.209
0.009966135,0,64,157.3784,15.8496,-13.1826,30.02193,5.752,16.209
0.01195025,0,64,157.3784,15.8496,-13.1826,30.022,5.756551,16.209
0.01404881,0,64,157.3784,15.8496,-13.1826,30.0255,5.759,16.209
0.01610518,0,64,157.3784,15.8496,-13.1826,30.03216,5.758816,16.209
0.01823997,0,63.94105,157.3784,15.8496,-13.1826,30.03536,5.75508,16.209
0.02023673,0,63.84708,157.3784,15.8496,-13.1826,30.038,5.752,16.209
0.02203584,0,63.76242,157.3784,15.8496,-13.1826,30.038,5.752,16.209
0.02400398,0,63.6698,157.3784,15.8496,-13.1826,30.04135,5.752,16.209
0.02597904,0,63.57685,157.3784,15.8496,-13.1826,30.04793,5.752,16.209
0.02854919,0,63.4559,157.3784,15.8496,-13.1826,30.05182,5.752,16.209
0.03011775,0,63.38208,157.3784,15.8496,-13.1826,30.054,5.752,16.209
0.03206301,0,63.29054,157.3784,15.8496,-13.1826,30.05613,5.752,16.209
0.0340004,0,63.19937,157.3784,15.8496,-13.1826,30.06,5.752,16.209
0.03595281,0,63.10749,157.3784,15.8496,-13.1826,30.06391,5.752,16.209
0.03795648,0,63.01319,157.3784,15.8496,-13.1826,30.06791,5.752,16.209
0.03996325,0,63,157.3784,15.8496,-13.1826,30.07144,5.752,16.20731
0.04194331,0,63,157.3784,15.8496,-13.1826,30.07441,5.752,16.20385
0.0439477,0,63,157.3784,15.8496,-13.1826,30.07695,5.754211,16.202
0.04640198,0,63,157.3784,15.8496,-13.1826,30.0798,5.759,16.202
0.04798102,0,63,157.3784,15.8496,-13.1826,30.08296,5.759,16.202
0.04996777,0,63,157.3784,15.8496,-13.1826,30.085,5.759,16.202
