Time,Tendon Disp.,Motor Curr.,Pos x,Pos y,Pos z,Angle x,Angle y,Angle z
0,0,62.81257,156.0576,11.049,-13.3858,30,5.4,17.373
0.00202632,0,62.7426,156.0576,11.049,-13.3858,30.00405,5.4,17.373
0.00333333,0,62.69746,156.0576,11.049,-13.3858,30.007,5.4,17.373
0.00562501,0,62.61833,156.0576,11.049,-13.3858,30.01387,5.4,17.373
0.007646084,0,62.54853,156.0576,11.049,-13.3858,30.01884,5.403841,17.373
0.00936079,0,62.48932,156.0576,11.049,-13.3858,30.02263,5.407,17.373
0.0113349,0,62.42115,156.0576,11.049,-13.3858,30.02609,5.407,17.373
0.01430941,0,62.31843,156.0576,11.049,-13.3858,30.03249,5.407,17.36994
0.01531744,0,62.28362,156.0576,11.049,-13.3858,30.03518,5.407,17.36759
0.01735163,0,62.21338,156.0576,11.049,-13.3858,30.04015,5.407,17.366
0.01931548,0,62.14556,156.0576,11.049,-13.3858,30.04455,5.407631,17.36655
0.02128267,0,62.07763,156.0576,11.049,-13.3858,30.04799,5.411565,17.36999
0.02331591,0,62.00742,156.0576,11.049,-13.3858,30.05195,5.415,17.373
0.0270884,0,62,156.0576,11.049,-13.3858,30.06,5.415,17.373
0.02758694,0,62,156.0576,11.049,-13.3858,30.06,5.415,17.373
0.02934122,0,62,156.0576,11.049,-13.3858,30.06068,5.415,17.373
0.03556252,0,62,156.0576,11.049,-13.3858,30.07223,5.415,17.373
0.03604984,0,62,156.0576,11.049,-13.3858,30.07303,5.414867,17.373
0.03732419,0,62,156.0576,11.049,-13.3858,30.07388,5.411469,17.373
0.03935623,0,62,156.0576,11.049,-13.3858,30.07583,5.407,17.373
0.04166651,0,62,156.0576,11.049,-13.3858,30.08122,5.407,17.373
0.04336452,0,62,156.0576,11.049,-13.3858,30.08439,5.407,17.373
0.04555368,0,62,156.0576,11.049,-13.3858,30.08822,5.407,17.373
0.04761219,0,62,156.0576,11.049,-13.3858,30.089,5.407,17.36924
0.04932213,0,62,156.0576,11.049,-13.3858,30.08964,5.407859,17.366
0.05134964,0,62,156.0576,11.049,-13.3858,30.0937,5.413266,17.366
0.05327463,0,62,156.0576,11.049,-13.3858,30.09627,5.415,17.366
0.05531883,0,62,156.0576,11.049,-13.3858,30.10008,5.415,17.366
0.0573318,0,62,156.0576,11.049,-13.3858,30.10446,5.415,17.366
0.06097341,0,62,156.0576,11.049,-13.3858,30.10956,5.415,17.366
0.06212497,0,62,156.0576,11.049,-13.3858,30.11125,5.415,17.366
