Time,Tendon Disp.,Motor Curr.,Pos x,Pos y,Pos z,Angle x,Angle y,Angle z
0,0,69,158.2674,17.526,-13.1826,30,5.942,16.024
0.002012014,0,69,158.2674,17.526,-13.1826,30.00503,5.942,16.024
0.004022598,0,69,158.2674,17.526,-13.1826,30.01005,5.942053,16.024
0.005990744,0,69,158.2674,17.526,-13.1826,30.01398,5.946645,16.024
0.008063078,0,69,158.2674,17.526,-13.1826,30.02078,5.949,16.024
0.009978533,0,69,158.2674,17.526,-13.1826,30.025,5.949,16.024
0.01204205,0,69,158.2674,17.526,-13.1826,30.03011,5.949,16.024
0.0139761,0,69,158.2674,17.526,-13.1826,30.03494,5.949,16.024
0.01597762,0,69,158.2674,17.526,-13.1826,30.03896,5.949,16.024
0.01938963,0.001655466,68.84727,158.2674,17.526,-13.1826,30.04897,5.949,16.024
0.02105737,0.002506247,68.76877,158.2674,17.526,-13.1826,30.05417,5.949,16.024
0.02203465,0.003004797,68.72278,158.2674,17.526,-13.1826,30.05706,5.949,16.024
0.0239718,0.003993017,68.6316,158.2674,17.526,-13.1826,30.06055,5.949,16.024
0.02613878,0.005098485,68.52961,158.2674,17.526,-13.1826,30.06445,5.949,16.024
0.02800512,0.006050582,68.44177,158.2674,17.526,-13.1826,30.06835,5.949,16.02165
0.03002834,0.007082709,68.34655,158.2674,17.526,-13.1826,30.07309,5.949,16.017
0.03199148,0.008084187,68.25415,158.2674,17.526,-13.1826,30.07897,5.949,16.017
0.03398132,0.009099286,68.1605,158.2674,17.526,-13.1826,30.08494,5.952434,16.017
0.03600407,0.01013117,68.0653,158.2674,17.526,-13.1826,30.09135,5.956,16.017
0.03862906,0.01083892,68,158.2674,17.526,-13.1826,30.09875,5.956,16.017
0.03996181,0.01083892,68,158.2674,17.526,-13.1826,30.10035,5.956,16.017
0.04200482,0.01083892,68,158.2674,17.526,-13.1826,30.10281,5.956,16.017
0.04397011,0.01083892,68,158.2674,17.526,-13.1826,30.10723,5.956,16.017
0.04598546,0.01083892,68,158.2674,17.526,-13.1826,30.11395,5.956,16.017
0.04799294,0.01083892,68,158.2674,17.526,-13.1826,30.114,5.956,16.017
0.05001473,0.01083892,68,158.2674,17.526,-13.09731,30.11803,5.956,16.017
0.05356693,0.01083892,68,158.2674,17.526,-13.0556,30.12578,5.951508,16.017
0.05406928,0.01083892,68,158.2674,17.526,-13.0556,30.12691,5.950629,16.017
0.05604935,0.01083892,68,158.2674,17.56154,-13.0556,30.13145,5.949,16.017
0.05797982,0.01083892,68,158.2674,17.62691,-13.0556,30.13595,5.949,16.017
0.06001163,0.01083892,68,158.2674,17.6276,-13.0556,30.14203,5.953694,16.017
0.06208849,0.01083892,68,158.2674,17.6276,-13.0556,30.14663,5.956,16.0151
0.06398106,0.01083892,68,158.2674,17.6276,-13.0556,30.14947,5.956,16.01178
0.06599116,0.01083892,68,158.2674,17.6276,-13.0556,30.1543,5.956,16.01
0.06798315,0.01083892,68,158.2674,17.6276,-13.0556,30.16094,5.956,16.01
0.06999421,0.01083892,68,158.2674,17.6276,-13.18224,30.161,5.956,16.01
0.0719986,0.01083892,68,158.2674,17.6276,-13.1826,30.167,5.956,16.01
0.07398105,0.01083892,68,158.2674,17.6276,-13.1826,30.17196,5.958289,16.01
0.07602644,0.01083892,68,158.2674,17.6276,-13.1826,30.17609,5.963,16.01
0.07799459,0.01083892,68.00931,158.2674,17.6276,-13.1826,30.18265,5.963,16.01
0.0805912,0.01083892,68.2414,158.2674,17.6276,-13.1826,30.18839,5.963,16.01
0.08201861,0.01083892,68.36898,158.2674,17.6276,-13.1826,30.19053,5.963,16.01
0.0843811,0.01083892,68.58014,158.2674,17.6276,-13.1826,30.19476,5.963,16.01
0.08602786,0.01083892,68.72733,158.2674,17.6276,-13.1826,30.19806,5.963,16.01
0.08797598,0.01083892,68.90145,158.2674,17.6276,-13.1826,30.20195,5.963,16.01
0.09062767,0.01083892,69.13846,158.2674,17.6276,-13.0556,30.21166,5.963,16.01
0.0919733,0.01083892,69.25873,158.2674,17.6276,-13.0556,30.21469,5.963,16.01
0.09400606,0.01083892,69.44042,158.2674,17.6276,-13.0556,30.217,5.963,16.00765
0.09597683,0.01083892,69.61657,158.2674,17.6276,-13.0556,30.217,5.963,16.00305
0.09797645,0.01083892,69.7953,158.2674,17.6276,-13.0556,30.22359,5.963,16.003
0.1000643,0.01083892,69.98191,158.3125,17.6276,-13.0556,30.22913,5.965483,16.003
0.1022894,0.01186896,70,158.3944,17.6276,-13.0556,30.23372,5.97,16.003
0.1040046,0.01274239,70,158.3944,17.6276,-13.0556,30.23801,5.97,16.003
0.1059756,0.01374609,70,158.3944,17.6276,-13.0556,30.24294,5.97,16.003
0.1079803,0.01476691,70,158.3944,17.6276,-13.0556,30.243,5.97,16.003
0.1099756,0.01578299,70,158.3944,17.6276,-13.0556,30.24495,5.97,16.00528
0.1119909,0.01680928,70,158.3944,17.6276,-13.0556,30.24898,5.97,16.00998
0.1139846,0.01782451,70,158.3944,17.6276,-13.0556,30.25049,5.97,16.01
0.1159821,0.01884169,70,158.3944,17.6276,-13.0556,30.25199,5.97,16.01
0.117981,0.01985959,70,158.3944,17.6276,-13.0556,30.25596,5.965378,16.01
0.1200354,0.02090579,70,158.3944,17.6276,-13.0556,30.26042,5.963,16.00758
0.1223445,0.02212527,70.04128,158.3944,17.6276,-13.0556,30.26603,5.963,16.003
0.1240299,0.02307624,70.12902,158.3944,17.6276,-13.0556,30.27109,5.963,16.003
0.1263781,0.02440119,70.25126,158.3944,17.6276,-13.0556,30.274,5.963,16.003
0.1279898,0.02531058,70.33516,158.3944,17.6276,-13.0556,30.274,5.963,16.003
0.1299763,0.02643146,70.43857,158.3944,17.6276,-13.0556,30.27725,5.963,16.003
0.1320086,0.02757816,70.54436,158.3944,17.6276,-13.0556,30.28402,5.96302,16.003
0.1340997,0.02875809,70.65323,158.3944,17.6276,-13.0556,30.2882,5.967899,16.003
0.1360512,0.02985919,70.75481,158.3944,17.6276,-13.0556,30.29315,5.97,16.003
0.1379919,0.03095423,70.85584,158.3944,17.6276,-13.0556,30.29699,5.97,16.00102
