Time,Tendon Disp.,Motor Curr.,Pos x,Pos y,Pos z,Angle x,Angle y,Angle z
0,0,61.70293,157.5054,16.4084,-13.3858,30,5.576,15.992
0.001113653,0,61.65774,157.5054,16.4084,-13.3858,30.00251,5.576,15.992
0.003139973,0,61.5755,157.5054,16.4084,-13.3858,30.00707,5.576,15.992
0.005101919,0,61.49587,157.5427,16.4084,-13.3858,30.0112,5.576,15.992
0.007100582,0,61.41476,157.607,16.41181,-13.3858,30.01534,5.576,15.992
0.009121656,0,61.33273,157.607,16.48025,-13.3858,30.02207,5.576,15.992
0.01115417,0,61.25024,157.607,16.51,-13.3858,30.02673,5.576,15.98998
0.01319003,0,61.16762,157.607,16.51,-13.3858,30.02979,5.576,15.98642
0.01512647,0,61.08903,157.607,16.51,-13.3858,30.03438,5.576,15.985
0.01714396,0,61.00715,157.607,16.51,-13.3858,30.04048,5.576,15.985
0.019274,0.0009972262,61,157.607,16.51,-13.3858,30.04758,5.576,15.985
0.02110648,0.001932514,61,157.607,16.51,-13.3858,30.05332,5.579873,15.985
0.02317238,0.002986933,61,157.607,16.51,-13.3858,30.05835,5.583,15.985
0.02515149,0.003997058,61,157.607,16.51,-13.3858,30.0623,5.583,15.985
0.02710938,0.004996353,61,157.607,16.51,-13.3858,30.06622,5.583,15.985
0.02909994,0.006012319,61,157.607,16.51,-13.3858,30.0702,5.583,15.985
0.03111649,0.007041549,61,157.607,16.51,-13.3858,30.07535,5.583,15.985
0.03321218,0.008111179,61,157.607,16.51,-13.3858,30.08204,5.583,15.98217
0.03515673,0.009103659,61,157.607,16.51,-13.3858,30.08831,5.583,15.978
0.0371325,0.01011208,61,157.607,16.51,-13.3858,30.09227,5.583,15.978
0.03923702,0.01083892,61,157.607,16.51,-13.3858,30.09771,5.583,15.978
0.04143,0.01083892,61,157.607,16.51,-13.3858,30.10375,5.583,15.978
0.0431211,0.01083892,61,157.607,16.51,-13.3858,30.10671,5.583,15.978
0.04514265,0.01083892,61,157.607,16.51,-13.3858,30.11043,5.583,15.9779
0.04875445,0.01083892,61,157.607,16.51,-13.3858,30.12051,5.584761,15.976
0.05045772,0.01083892,61,157.607,16.51,-13.3858,30.12392,5.588735,15.976
0.05113769,0.01083892,61,157.607,16.51,-13.3858,30.12534,5.59,15.97607
0.0531292,0.01083892,61,157.607,16.51,-13.3858,30.13032,5.59,15.97706
0.05510426,0.01083892,61,157.607,16.51,-13.3858,30.13521,5.59,15.978
0.0571363,0.01083892,61,157.607,16.51,-13.3858,30.13927,5.59,15.978
0.05911827,0.01083892,61.10607,157.607,16.51,-13.3858,30.14436,5.59,15.978
0.06144333,0.01083892,61.29365,157.607,16.51,-13.3858,30.15,5.59,15.978
0.06331468,0.01083892,61.44463,157.607,16.51,-13.3858,30.15,5.59,15.978
0.06623006,0.01083892,61.67985,157.607,16.51,-13.3858,30.15558,5.59,15.978
0.06716108,0.01083892,61.75497,157.607,16.51,-13.3858,30.1579,5.59,15.978
0.06912661,0.01083892,61.91354,157.607,16.51,-13.3858,30.16225,5.59,15.97725
0.07111621,0.01083892,62.07407,157.607,16.51,-13.3858,30.16635,5.59,15.976
0.07310796,0.01083892,62.23476,157.607,16.51,-13.3858,30.17222,5.59,15.97587
0.07512283,0.01083892,62.39732,157.607,16.51,-13.3858,30.17625,5.59,15.97345
0.0771184,0.01083892,62.55833,157.607,16.51,-13.3858,30.18024,5.59,15.97106
0.079216,0.01083892,62.72756,157.607,16.51,-13.3858,30.18249,5.59,15.97
0.08121586,0.01083892,62.88891,157.607,16.51,-13.3858,30.18699,5.59,15.97
0.08485985,0.01283724,62.53909,157.607,16.51,-13.3858,30.19534,5.59,15.97
0.08624363,0.01405695,62.25776,157.607,16.51,-13.3858,30.19849,5.59,15.97
0.08714747,0.01485363,62.07401,157.607,16.51,-13.3858,30.2003,5.59,15.97
0.09124422,0.01846464,61.24112,157.607,16.51,-13.3858,30.21073,5.59,15.97
0.09320116,0.02018955,60.84327,157.607,16.51,-13.3858,30.213,5.59,15.97
0.09514737,0.02190501,60.4476,157.607,16.51,-13.3858,30.213,5.59,15.97
0.09723568,0.02374571,60.02304,157.607,16.56231,-13.3858,30.21712,5.59,15.97
0.09919024,0.02546853,59.62568,157.607,16.637,-13.3858,30.22338,5.59,15.96956
0.1011298,0.0271781,59.23136,157.607,16.637,-13.3858,30.22726,5.59,15.96503
0.1031113,0.02892466,58.82852,157.607,16.637,-13.3858,30.23067,5.59,15.963
0.105128,0.03070232,58.4185,157.607,16.637,-13.3858,30.23369,5.59,15.963
0.1071105,0.03244972,58.01546,157.607,16.637,-13.3858,30.2387,5.59,15.963
0.1091499,0.0343772,58.94405,157.607,16.637,-13.3858,30.2453,5.59,15.963
0.111166,0.03628757,59.91343,157.607,16.637,-13.3858,30.24933,5.59,15.963
0.1131818,0.03819771,60.88269,157.607,16.637,-13.3858,30.25366,5.592068,15.963
0.1151185,0.04003285,61.8139,157.607,16.637,-13.3858,30.25802,5.595457,15.963
0.1172254,0.0420293,62.82696,157.607,16.637,-13.3858,30.26075,5.597,15.963
0.1191137,0.04381858,63.73489,157.607,16.637,-13.3858,30.26705,5.597,15.963
0.1211128,0.04571291,64.69614,157.607,16.637,-13.3858,30.27167,5.597,15.963
