Time,Tendon Disp.,Motor Curr.,Pos x,Pos y,Pos z,Angle x,Angle y,Angle z
0,0,63.65072,158.623,18.415,-13.1826,30,6.047,15.685
0.0005362034,0,63.62635,158.623,18.415,-13.1826,30,6.048251,15.68375
0.001995087,0,63.56004,158.623,18.415,-13.1826,30,6.051655,15.68034
0.004005194,0,63.46868,158.623,18.415,-13.1826,30.00226,6.054,15.678
0.006092787,0,63.37381,158.623,18.415,-13.1826,30.00696,6.054,15.678
0.008174658,0,63.27919,158.623,18.415,-13.1826,30.01135,6.054,15.678
0.009966373,0,63.19775,158.623,18.415,-13.1826,30.01493,6.054,15.678
0.01197076,0,63.10666,158.623,18.415,-13.1826,30.02157,6.054,15.678
0.01405263,0,63.01204,158.623,18.415,-13.1826,30.025,6.054,15.678
0.01613259,0,63.07078,158.623,18.415,-13.1826,30.0252,6.054,15.67793
0.01843047,0,63.16038,158.623,18.415,-13.1826,30.02865,6.054,15.67678
0.02092576,0,63.25768,158.623,18.415,-13.1826,30.03409,6.054,15.676
0.02400565,0,63.37777,158.623,18.415,-13.1826,30.041,6.054,15.676
0.02497244,0,63.41547,158.623,18.415,-13.1826,30.041,6.054,15.676
0.02639127,0,63.47079,158.623,18.415,-13.1826,30.04188,6.054,15.676
0.02807331,0,63.53638,158.623,18.415,-13.1826,30.04566,6.054,15.676
0.03028393,0,63.62258,158.623,18.415,-13.1826,30.05,6.054,15.676
0.03205585,0,63.69167,158.623,18.415,-13.1826,30.05,6.054,15.676
0.03425765,0,63.77753,158.623,18.415,-13.1826,30.05377,6.054,15.676
0.03603959,0,63.84701,158.623,18.415,-13.1826,30.0586,6.054,15.676
0.03807282,0,63.9263,158.623,18.415,-13.1826,30.06368,6.054,15.676
0.04004598,0,63.99609,158.623,18.415,-13.1826,30.066,6.054,15.676
0.04214096,0,63.8974,158.623,18.415,-13.1826,30.066,6.054,15.676
0.04404378,0,63.80775,158.623,18.415,-13.1826,30.072,6.054,15.676
0.04608321,0,63.71167,158.623,18.415,-13.1826,30.072,6.054,15.676
0.04798698,0,63.62199,158.623,18.415,-13.1826,30.072,6.054,15.676
0.05010819,0,63.52205,158.623,18.415,-13.1826,30.07903,6.054,15.676
0.05205345,0,63.43041,158.623,18.415,-13.1826,30.082,6.054,15.676
0.05668211,0,63.21235,158.623,18.415,-13.1826,30.08602,6.054,15.67131
0.05813766,0,63.14378,158.623,18.415,-13.1826,30.08841,6.054,15.669
0.06023216,0,63.04511,158.623,18.415,-13.1826,30.0947,6.054,15.669
0.06149435,0.0001604315,63.0148,158.623,18.415,-13.1826,30.097,6.054,15.669
0.06487131,0.001938485,63.17884,158.623,18.415,-13.1826,30.0999,6.054,15.669
0.06587338,0.002466101,63.22752,158.623,18.415,-13.1826,30.10324,6.054,15.669
0.06639624,0.002741395,63.25292,158.623,18.415,-13.1826,30.10499,6.054,15.669
0.06822205,0.003702729,63.34161,158.623,18.415,-13.1826,30.10883,6.056138,15.669
0.07210898,0.005749298,63.53043,158.623,18.415,-13.1826,30.113,6.061,15.669
0.07891464,0.009332644,63.86103,158.623,18.415,-13.1826,30.123,6.061,15.669
0.07957053,0.009677986,63.89289,158.623,18.415,-13.1826,30.123,6.061,15.669
0.07997847,0.009892774,63.91271,158.623,18.415,-13.1826,30.123,6.061,15.669
