Time,Tendon Disp.,Motor Curr.,Pos x,Pos y,Pos z,Angle x,Angle y,Angle z
0,0,60,158.623,18.415,-13.2842,30,5.942,15.658
0.001951694,0,60,158.623,18.415,-13.2842,30.00195,5.942,15.658
0.005047798,0,60,158.623,18.415,-13.2842,30.003,5.942,15.658
0.006998062,0,60,158.623,18.415,-13.2842,30.0045,5.942,15.658
0.009476423,0,60,158.623,18.415,-13.2842,30.00821,5.942,15.658
0.01029205,0,60,158.623,18.415,-13.2842,30.009,5.942,15.658
0.01196861,0,60,158.623,18.415,-13.2842,30.009,5.942,15.658
0.01405406,0,60,158.623,18.415,-13.2842,30.01251,5.942,15.658
0.01777339,0,60,158.623,18.415,-13.2842,30.019,5.942,15.658
0.0189712,0,60,158.623,18.415,-13.2842,30.019,5.942,15.658
0.02146029,0,60,158.623,18.415,-13.2842,30.025,5.942,15.658
0.02237511,0,60,158.623,18.415,-13.2842,30.025,5.942,15.658
0.02396512,0,60,158.623,18.415,-13.2842,30.025,5.942,15.658
0.02683616,0,60,158.623,18.415,-13.2842,30.02784,5.942,15.658
0.0279367,0,60,158.623,18.415,-13.2842,30.02894,5.942,15.658
0.03044844,0,60,158.623,18.415,-13.2842,30.0339,5.942,15.6531
0.03186631,0,60,158.623,18.415,-13.2842,30.035,5.942,15.652
0.0339644,0,60,158.623,18.415,-13.2842,30.035,5.942,15.652
0.03608894,0,60,158.623,18.415,-13.2842,30.03918,5.942,15.652
0.03798246,0,60,158.623,18.415,-13.2842,30.04174,5.943719,15.652
0.03985095,0,60,158.623,18.415,-13.2842,30.04314,5.946989,15.652
0.04254198,0,60,158.623,18.415,-13.2842,30.04708,5.949,15.652
0.04398084,0,60,158.623,18.415,-13.2842,30.04996,5.949,15.652
0.0459938,0,60,158.623,18.415,-13.2842,30.05,5.949,15.652
0.04920602,0,60,158.623,18.415,-13.2842,30.05552,5.949,15.652
0.05043769,0,60,158.623,18.415,-13.2842,30.05859,5.949,15.652
0.05375695,0,59.90429,158.623,18.415,-13.2842,30.06,5.949,15.652
0.0544374,0,59.87806,158.623,18.415,-13.2842,30.06087,5.949,15.652
0.05763507,0,59.75482,158.623,18.415,-13.2842,30.066,5.949,15.652
0.05847025,0,59.72262,158.623,18.415,-13.2842,30.066,5.949,15.652
0.06031775,0,59.65142,158.623,18.415,-13.2842,30.066,5.949,15.652
0.06274772,0,59.55776,158.623,18.415,-13.2842,30.06833,5.949,15.652
0.06414247,0,59.504,158.623,18.415,-13.2842,30.07029,5.949,15.652
0.06755662,0,59.3724,158.623,18.415,-13.2842,30.076,5.949,15.652
0.07573247,0,59.05728,158.623,18.415,-13.2842,30.08255,5.949,15.652
0.07643366,0,59.03025,158.623,18.415,-13.2842,30.08308,5.949,15.652
0.07969236,0,59,158.623,18.415,-13.2842,30.08638,5.949,15.652
0.08094096,0,59,158.623,18.415,-13.2842,30.08888,5.949,15.652
0.08225346,0,59,158.623,18.415,-13.2842,30.091,5.949,15.652
0.08504176,0,59,158.623,18.415,-13.2842,30.091,5.949,15.652
0.08650565,0,59,158.623,18.415,-13.2842,30.091,5.949,15.652
0.08849478,0,59,158.623,18.415,-13.2842,30.09224,5.949,15.652
0.09050345,0,59,158.623,18.415,-13.2842,30.09726,5.949,15.652
0.09224844,0,59,158.623,18.415,-13.2842,30.101,5.949,15.65142
0.09389663,0,59,158.623,18.415,-13.2842,30.101,5.949,15.64757
0.09595561,0,59,158.623,18.415,-13.2842,30.10291,5.949,15.645
0.09784436,0,59,158.623,18.415,-13.2842,30.10669,5.949,15.645
0.1002579,0,59,158.623,18.415,-13.2842,30.107,5.949,15.645
0.101979,0,59,158.623,18.415,-13.2842,30.107,5.949,15.645
0.1042523,0,59,158.623,18.415,-13.2842,30.11,5.949,15.645
0.1059747,0,59,158.623,18.415,-13.2842,30.11295,5.951274,15.645
0.1080077,0,59,158.623,18.415,-13.2842,30.117,5.956,15.645
0.1111069,0,59,158.623,18.415,-13.2842,30.11716,5.956,15.645
0.1119871,0,59,158.623,18.415,-13.2842,30.11848,5.956,15.645
0.1179309,0,59,158.623,18.415,-13.2842,30.12593,5.956,15.645
0.1184456,0,59,158.623,18.415,-13.2842,30.126,5.956,15.645
0.1199026,0,59,158.623,18.415,-13.2842,30.126,5.956,15.645
0.1222684,0,59,158.623,18.415,-13.2842,30.126,5.956,15.645
0.1244719,0,59,158.623,18.415,-13.2842,30.12777,5.956,15.645
0.1260765,0,59,158.623,18.415,-13.2842,30.12969,5.956,15.645
0.1279273,0,59,158.623,18.415,-13.2842,30.13191,5.956,15.645
0.1306117,0,59,158.623,18.415,-13.19575,30.132,5.956,15.645
0.1319015,0,59,158.623,18.415,-13.1826,30.13335,5.956,15.645
0.1339438,0,59,158.623,18.415,-13.1826,30.13642,5.956,15.645
0.136215,0,59,158.623,18.42228,-13.1826,30.142,5.956,15.645
0.1390016,0,59,158.623,18.5166,-13.1826,30.142,5.956,15.645
0.140058,0,59,158.623,18.5166,-13.1826,30.142,5.956,15.645
0.1420875,0,59,158.623,18.5166,-13.1826,30.142,5.956,15.645
0.1443098,0,59,158.623,18.5166,-13.1826,30.14462,5.956,15.645
0.1464198,0,59,158.623,18.5166,-13.1826,30.148,5.956,15.645
