Time,Tendon Disp.,Motor Curr.,Pos x,Pos y,Pos z,Angle x,Angle y,Angle z
0,0,56.166,156.9466,14.732,-13.5128,30,5.309,16.204
0.001996756,0,56.25372,156.9466,14.732,-13.5128,30.00466,5.309,16.204
0.004014969,0,56.34239,156.9466,14.732,-13.5128,30.00903,5.309,16.204
0.006288528,0,56.44228,156.9466,14.732,-13.5128,30.01322,5.309,16.204
0.0079844,0,56.51678,156.9466,14.732,-13.5128,30.01449,5.309,16.204
0.01021433,0,56.61475,156.9466,14.732,-13.5128,30.0165,5.309,16.204
0.012604,0,56.71973,156.9466,14.732,-13.5128,30.02208,5.309,16.204
0.01394916,0,56.77883,156.9466,14.732,-13.5128,30.02585,5.309,16.204
0.01637888,0,56.88558,156.9466,14.732,-13.5128,30.03257,5.309,16.204
0.01800561,0,56.95704,156.9466,14.732,-13.5128,30.03501,5.309,16.204
0.02002096,0,57,156.9466,14.732,-13.5128,30.03805,5.309049,16.20395
0.02403355,0,57,156.9466,14.732,-13.5128,30.0481,5.316,16.197
0.02462196,0,57,156.9466,14.732,-13.5128,30.04987,5.316,16.197
0.02614212,0,57,156.9466,14.732,-13.5128,30.05421,5.316,16.197
0.02801824,0,57,156.9466,14.732,-13.5128,30.05703,5.316,16.197
0.03018045,0,57,156.9466,14.732,-13.5128,30.0618,5.316,16.197
0.0320096,0,57,156.9466,14.75251,-13.5128,30.07121,5.316,16.197
0.0340085,0,57,156.9466,14.79313,-13.5128,30.07361,5.316,16.197
0.0360024,0,57,156.9466,14.8336,-13.5128,30.07601,5.316,16.197
0.03818369,0,57,156.9466,14.8336,-13.5128,30.0811,5.316,16.197
0.04120708,0,56.93698,156.9466,14.8336,-13.5128,30.08548,5.316,16.197
0.04217863,0,56.89563,156.9466,14.8336,-13.5128,30.08775,5.316,16.197
0.04406118,0,56.8155,156.9466,14.8336,-13.5128,30.09209,5.316,16.197
0.04617953,0,56.72533,156.9466,14.8336,-13.5128,30.09527,5.316,16.197
0.0480516,0,56.64565,156.9466,14.8336,-13.5128,30.09805,5.316,16.197
0.04999661,0,56.56286,156.9466,14.8336,-13.5128,30.1,5.316,16.197
0.05203509,0,56.4761,156.9466,14.8336,-13.5128,30.10307,5.316,16.197
0.05406308,0,56.38978,156.9466,14.8336,-13.5128,30.10711,5.316,16.197
0.05698538,0,56.26539,156.9466,14.8336,-13.5128,30.11222,5.316,16.197
0.05806494,0,56.21944,156.9466,14.8336,-13.5128,30.11419,5.316,16.197
0.06000423,0,56.1369,156.9466,14.8336,-13.5128,30.12001,5.316,16.197
0.06196713,0,56.05335,156.9466,14.8336,-13.5128,30.123,5.316,16.197
0.06429815,0,56.09634,156.9466,14.8336,-13.5128,30.12702,5.320022,16.197
0.06627083,0,56.27269,156.9466,14.8336,-13.5128,30.13,5.323,16.197
0.06803775,0,56.43064,156.9466,14.8336,-13.5128,30.13,5.323,16.197
0.07003713,0,56.60938,156.9466,14.8336,-13.5128,30.13311,5.323,16.19493
0.07240701,0,56.82123,156.9466,14.8336,-13.5128,30.13961,5.323,16.191
0.07392335,0,56.95679,156.9466,14.8336,-13.5128,30.14189,5.323,16.191
0.07786012,0,57.30872,156.9466,14.8336,-13.5128,30.14934,5.323,16.191
0.07877016,0,57.39007,156.9466,14.8336,-13.5128,30.15146,5.323,16.191
0.08034253,0,57.53063,156.9466,14.8336,-13.5128,30.15334,5.323,16.1901
0.08296371,0,57.76495,156.9466,14.8336,-13.5128,30.15693,5.323,16.189
0.08426666,0,57.88143,156.9466,14.8336,-13.5128,30.15953,5.323,16.189
0.0862844,0,58.06814,156.9466,14.8336,-13.5128,30.16293,5.323,16.189
0.08836222,0,58.27291,156.9466,14.8336,-13.5128,30.16604,5.323,16.189
0.09138894,0,58.57119,156.9466,14.8336,-13.5128,30.17496,5.323,16.189
0.09188771,0,58.62035,156.9466,14.8336,-13.5128,30.17663,5.323,16.189
0.09401751,0,58.83024,156.9466,14.8336,-13.5128,30.177,5.327707,16.18429
0.0959878,0,59.02441,156.9466,14.8336,-13.5128,30.17848,5.33,16.182
0.0980196,0,59.22465,156.9466,14.8336,-13.5128,30.18153,5.33,16.182
0.09993958,0,59.41386,156.9466,14.8336,-13.5128,30.18582,5.33,16.182
0.1021841,0,59.63506,156.9466,14.8336,-13.5128,30.192,5.33,16.18243
0.1041515,0,59.82895,156.9466,14.8336,-13.5128,30.192,5.33,16.18702
0.1062188,0.0001693771,60.01563,156.9466,14.8336,-13.5128,30.19484,5.33,16.189
0.1080225,0.00109054,60.10061,156.9466,14.8336,-13.5128,30.19905,5.33,16.189
0.1102712,0.002239041,60.20657,156.9466,14.8336,-13.5128,30.20411,5.33,16.189
0.1122863,0.003268211,60.30153,156.9466,14.8336,-13.5128,30.208,5.33,16.189
0.1140554,0.004171718,60.38488,156.9466,14.8336,-13.5128,30.208,5.33,16.189
0.1163294,0.005333127,60.49203,156.9466,14.8336,-13.5128,30.208,5.33,16.189
0.1182728,0.006325645,60.5836,156.9466,14.8336,-13.5128,30.21055,5.33,16.18603
0.1200809,0.007249122,60.6688,156.9466,14.8336,-13.5128,30.21419,5.33,16.182
0.1229842,0.008731872,60.8056,156.9466,14.8336,-13.5128,30.22096,5.33,16.182
0.1246822,0.009599092,60.88561,156.9466,14.8336,-13.5128,30.22226,5.33,16.182
0.1261845,0.01036634,60.9564,156.9466,14.8336,-13.5128,30.22339,5.33,16.182
0.1284013,0.01149825,60.45253,156.9466,14.8336,-13.5128,30.2268,5.33,16.182
0.1304843,0.01256166,59.56953,156.9466,14.8336,-13.5128,30.23113,5.33,16.182
0.1320083,0.01333966,58.92353,156.9466,14.8336,-13.5128,30.23469,5.33,16.182
0.1339726,0.01434247,58.09086,156.9466,14.8336,-13.5128,30.23919,5.33,16.182
0.135967,0.01536061,57.24545,156.9466,14.8336,-13.5128,30.24368,5.33,16.182
0.1381521,0.01647612,56.3192,156.9466,14.8336,-13.5128,30.246,5.33,16.182
0.1424193,0.01865457,54.51034,156.9466,14.93601,-13.5128,30.25084,5.33,16.182
0.1440053,0.01946421,53.83806,156.9466,14.9606,-13.5128,30.25535,5.332345,16.182
0.1459835,0.02047408,52.99953,156.9466,14.9606,-13.5128,30.26194,5.336961,16.182
